NetBenchWithContentionMpiSsend_O3_native_2b
Warning: Permanently added '[hpcvirtualizationnode14]:2222,[10.0.1.62]:2222' (ECDSA) to the list of known hosts.
Kind (np=2)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^14	0.004253	30.817495
Send/Recv	2^15	0.007218	36.318315
Send/Recv	2^16	0.017700	29.620418
Send/Recv	2^17	0.036883	28.430002
Send/Recv	2^18	0.073939	28.363199
Send/Recv	2^19	0.147892	28.360548
Send/Recv	2^20	0.296534	28.288839
Send/Recv	2^21	0.595021	28.195988
Send/Recv	2^22	1.190232	28.191494
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=8)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068512
Send/Recv	2^1	0.000113	0.141450
Send/Recv	2^2	0.000115	0.279453
Send/Recv	2^3	0.000115	0.558379
Send/Recv	2^4	0.000116	1.101796
Send/Recv	2^5	0.000119	2.154981
Send/Recv	2^6	0.000098	5.203694
Send/Recv	2^7	0.000122	8.413487
Send/Recv	2^8	0.000128	16.059827
Send/Recv	2^9	0.000158	25.931114
Send/Recv	2^10	0.000208	39.472574
Send/Recv	2^11	0.000360	45.463374
Send/Recv	2^12	0.000724	45.260576
Send/Recv	2^13	0.002015	32.518550
Send/Recv	2^14	0.003762	34.836620
Send/Recv	2^15	0.008795	29.807138
Send/Recv	2^16	0.017885	29.314734
Send/Recv	2^17	0.036959	28.371302
Send/Recv	2^18	0.073148	28.669801
Send/Recv	2^19	0.147204	28.493076
Send/Recv	2^20	0.297177	28.227638
Send/Recv	2^21	0.595255	28.184928
Send/Recv	2^22	1.190143	28.193611
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=8)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000113	0.070738
Send/Recv	2^1	0.000113	0.141288
Send/Recv	2^2	0.000117	0.272647
Send/Recv	2^3	0.000114	0.563415
Send/Recv	2^4	0.000119	1.077421
Send/Recv	2^5	0.000115	2.217825
Send/Recv	2^6	0.000091	5.628479
Send/Recv	2^7	0.000104	9.816602
Send/Recv	2^8	0.000120	17.003612
Send/Recv	2^9	0.000174	23.587402
Send/Recv	2^10	0.000157	52.295421
Send/Recv	2^11	0.000432	37.886902
Send/Recv	2^12	0.000767	42.721068
Send/Recv	2^13	0.001954	33.532748
Send/Recv	2^14	0.004007	32.713042
Send/Recv	2^15	0.008244	31.798469
Send/Recv	2^16	0.017483	29.989215
Send/Recv	2^17	0.036766	28.519891
Send/Recv	2^18	0.074002	28.338988
Send/Recv	2^19	0.148402	28.263036
Send/Recv	2^20	0.297558	28.191530
Send/Recv	2^21	0.594988	28.197563
Send/Recv	2^22	1.190243	28.191246
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=8)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000113	0.070534
Send/Recv	2^1	0.000117	0.137005
Send/Recv	2^2	0.000117	0.274459
Send/Recv	2^3	0.000114	0.561671
Send/Recv	2^4	0.000116	1.104426
Send/Recv	2^5	0.000117	2.188335
Send/Recv	2^6	0.000125	4.094727
Send/Recv	2^7	0.000099	10.387887
Send/Recv	2^8	0.000132	15.542940
Send/Recv	2^9	0.000137	29.873378
Send/Recv	2^10	0.000207	39.582714
Send/Recv	2^11	0.000446	36.722336
Send/Recv	2^12	0.000991	33.050148
Send/Recv	2^13	0.002205	29.715168
Send/Recv	2^14	0.004151	31.575698
Send/Recv	2^15	0.008250	31.774855
Send/Recv	2^16	0.017602	29.785406
Send/Recv	2^17	0.036772	28.515373
Send/Recv	2^18	0.073588	28.498524
Send/Recv	2^19	0.148170	28.307459
Send/Recv	2^20	0.296922	28.251844
Send/Recv	2^21	0.594954	28.199195
Send/Recv	2^22	1.190201	28.192243
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=8)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068302
Send/Recv	2^1	0.000117	0.136807
Send/Recv	2^2	0.000117	0.273854
Send/Recv	2^3	0.000117	0.547451
Send/Recv	2^4	0.000116	1.101335
Send/Recv	2^5	0.000116	2.213715
Send/Recv	2^6	0.000120	4.269159
Send/Recv	2^7	0.000113	9.023207
Send/Recv	2^8	0.000114	17.974923
Send/Recv	2^9	0.000129	31.734227
Send/Recv	2^10	0.000166	49.450094
Send/Recv	2^11	0.000318	51.560031
Send/Recv	2^12	0.000811	40.428517
Send/Recv	2^13	0.002002	32.731488
Send/Recv	2^14	0.004153	31.560287
Send/Recv	2^15	0.007224	36.287507
Send/Recv	2^16	0.017509	29.944747
Send/Recv	2^17	0.036941	28.385158
Send/Recv	2^18	0.074173	28.273834
Send/Recv	2^19	0.148602	28.225160
Send/Recv	2^20	0.297169	28.228369
Send/Recv	2^21	0.595182	28.188384
Send/Recv	2^22	1.190242	28.191276
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=8)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000113	0.070652
Send/Recv	2^1	0.000117	0.136960
Send/Recv	2^2	0.000117	0.273797
Send/Recv	2^3	0.000117	0.549101
Send/Recv	2^4	0.000116	1.101062
Send/Recv	2^5	0.000111	2.316156
Send/Recv	2^6	0.000121	4.248392
Send/Recv	2^7	0.000104	9.845795
Send/Recv	2^8	0.000119	17.251255
Send/Recv	2^9	0.000156	26.311394
Send/Recv	2^10	0.000157	52.193466
Send/Recv	2^11	0.000380	43.171234
Send/Recv	2^12	0.000744	44.068985
Send/Recv	2^13	0.002236	29.312569
Send/Recv	2^14	0.004286	30.584282
Send/Recv	2^15	0.008565	30.606518
Send/Recv	2^16	0.017239	30.412248
Send/Recv	2^17	0.036362	28.836859
Send/Recv	2^18	0.074016	28.333781
Send/Recv	2^19	0.148247	28.292644
Send/Recv	2^20	0.297485	28.198462
Send/Recv	2^21	0.595043	28.194988
Send/Recv	2^22	1.190139	28.193701
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=8)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000116	0.068930
Send/Recv	2^1	0.000118	0.135148
Send/Recv	2^2	0.000116	0.276069
Send/Recv	2^3	0.000114	0.559414
Send/Recv	2^4	0.000081	1.583828
Send/Recv	2^5	0.000118	2.168940
Send/Recv	2^6	0.000097	5.294797
Send/Recv	2^7	0.000103	9.905485
Send/Recv	2^8	0.000120	17.089169
Send/Recv	2^9	0.000154	26.568329
Send/Recv	2^10	0.000242	33.822525
Send/Recv	2^11	0.000309	53.103336
Send/Recv	2^12	0.000718	45.667586
Send/Recv	2^13	0.002037	32.172724
Send/Recv	2^14	0.003548	36.939457
Send/Recv	2^15	0.008323	31.496332
Send/Recv	2^16	0.017877	29.328308
Send/Recv	2^17	0.035643	29.418809
Send/Recv	2^18	0.074025	28.330408
Send/Recv	2^19	0.148141	28.312826
Send/Recv	2^20	0.297423	28.204288
Send/Recv	2^21	0.594982	28.197844
Send/Recv	2^22	1.190332	28.189141
NetBenchWithContentionMpiSsend_O3_native_16
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068167
Send/Recv	2^1	0.000118	0.135515
Send/Recv	2^2	0.000118	0.271950
Send/Recv	2^3	0.000117	0.545253
Send/Recv	2^4	0.000118	1.085720
Send/Recv	2^5	0.000097	2.635803
Send/Recv	2^6	0.000098	5.242811
Send/Recv	2^7	0.000117	8.756002
Send/Recv	2^8	0.000120	17.036735
Send/Recv	2^9	0.000161	25.498804
Send/Recv	2^10	0.000210	38.973427
Send/Recv	2^11	0.000438	37.410667
Send/Recv	2^12	0.000983	33.325755
Send/Recv	2^13	0.002298	28.524670
Send/Recv	2^14	0.004414	29.696663
Send/Recv	2^15	0.008517	30.780537
Send/Recv	2^16	0.017530	29.908167
Send/Recv	2^17	0.036971	28.362320
Send/Recv	2^18	0.073993	28.342528
Send/Recv	2^19	0.148342	28.274527
Send/Recv	2^20	0.297418	28.204760
Send/Recv	2^21	0.594922	28.200716
Send/Recv	2^22	1.190431	28.186784
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000108	0.074362
Send/Recv	2^1	0.000118	0.135507
Send/Recv	2^2	0.000118	0.271846
Send/Recv	2^3	0.000118	0.540210
Send/Recv	2^4	0.000115	1.117036
Send/Recv	2^5	0.000118	2.166729
Send/Recv	2^6	0.000127	4.031038
Send/Recv	2^7	0.000114	9.020851
Send/Recv	2^8	0.000123	16.654628
Send/Recv	2^9	0.000151	27.122056
Send/Recv	2^10	0.000229	35.700123
Send/Recv	2^11	0.000307	53.303143
Send/Recv	2^12	0.000983	33.321402
Send/Recv	2^13	0.002195	29.854472
Send/Recv	2^14	0.004155	31.545353
Send/Recv	2^15	0.008398	31.215232
Send/Recv	2^16	0.018072	29.011443
Send/Recv	2^17	0.036981	28.354269
Send/Recv	2^18	0.074139	28.286796
Send/Recv	2^19	0.148350	28.273058
Send/Recv	2^20	0.297323	28.213812
Send/Recv	2^21	0.595001	28.196962
Send/Recv	2^22	1.190172	28.192929
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068396
Send/Recv	2^1	0.000118	0.136049
Send/Recv	2^2	0.000118	0.271239
Send/Recv	2^3	0.000116	0.552094
Send/Recv	2^4	0.000117	1.097543
Send/Recv	2^5	0.000118	2.171088
Send/Recv	2^6	0.000128	3.996463
Send/Recv	2^7	0.000124	8.263167
Send/Recv	2^8	0.000121	16.892347
Send/Recv	2^9	0.000152	26.982253
Send/Recv	2^10	0.000205	39.908512
Send/Recv	2^11	0.000518	31.627024
Send/Recv	2^12	0.001029	31.832661
Send/Recv	2^13	0.002099	31.222606
Send/Recv	2^14	0.004351	30.126169
Send/Recv	2^15	0.008861	29.583743
Send/Recv	2^16	0.018416	28.469755
Send/Recv	2^17	0.036501	28.727077
Send/Recv	2^18	0.074079	28.309641
Send/Recv	2^19	0.148613	28.223019
Send/Recv	2^20	0.297552	28.192042
Send/Recv	2^21	0.595022	28.195951
Send/Recv	2^22	1.190138	28.193743
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000118	0.067942
Send/Recv	2^1	0.000118	0.135728
Send/Recv	2^2	0.000117	0.274375
Send/Recv	2^3	0.000117	0.549129
Send/Recv	2^4	0.000114	1.120133
Send/Recv	2^5	0.000118	2.178605
Send/Recv	2^6	0.000126	4.072183
Send/Recv	2^7	0.000109	9.378461
Send/Recv	2^8	0.000119	17.164816
Send/Recv	2^9	0.000158	25.971060
Send/Recv	2^10	0.000207	39.497510
Send/Recv	2^11	0.000435	37.646153
Send/Recv	2^12	0.000856	38.287398
Send/Recv	2^13	0.002257	29.042842
Send/Recv	2^14	0.003877	33.809043
Send/Recv	2^15	0.008646	30.319010
Send/Recv	2^16	0.017846	29.378073
Send/Recv	2^17	0.036142	29.012314
Send/Recv	2^18	0.074095	28.303721
Send/Recv	2^19	0.148637	28.218491
Send/Recv	2^20	0.297549	28.192403
Send/Recv	2^21	0.595043	28.194950
Send/Recv	2^22	1.190296	28.189994
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068263
Send/Recv	2^1	0.000120	0.132889
Send/Recv	2^2	0.000117	0.274653
Send/Recv	2^3	0.000118	0.544415
Send/Recv	2^4	0.000117	1.093219
Send/Recv	2^5	0.000119	2.159573
Send/Recv	2^6	0.000113	4.517185
Send/Recv	2^7	0.000092	11.173419
Send/Recv	2^8	0.000123	16.585124
Send/Recv	2^9	0.000149	27.497307
Send/Recv	2^10	0.000210	38.923704
Send/Recv	2^11	0.000313	52.400964
Send/Recv	2^12	0.000894	36.672668
Send/Recv	2^13	0.002326	28.180509
Send/Recv	2^14	0.004277	30.645747
Send/Recv	2^15	0.008296	31.600707
Send/Recv	2^16	0.017534	29.901825
Send/Recv	2^17	0.036846	28.458482
Send/Recv	2^18	0.074093	28.304349
Send/Recv	2^19	0.148461	28.251945
Send/Recv	2^20	0.296916	28.252493
Send/Recv	2^21	0.595018	28.196132
Send/Recv	2^22	1.190389	28.187779
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000118	0.067954
Send/Recv	2^1	0.000118	0.135151
Send/Recv	2^2	0.000116	0.275540
Send/Recv	2^3	0.000116	0.550367
Send/Recv	2^4	0.000119	1.076685
Send/Recv	2^5	0.000117	2.181745
Send/Recv	2^6	0.000105	4.856183
Send/Recv	2^7	0.000110	9.329829
Send/Recv	2^8	0.000121	16.951583
Send/Recv	2^9	0.000158	25.903556
Send/Recv	2^10	0.000236	34.737629
Send/Recv	2^11	0.000437	37.532054
Send/Recv	2^12	0.000972	33.695813
Send/Recv	2^13	0.002467	26.569561
Send/Recv	2^14	0.004329	30.274435
Send/Recv	2^15	0.008895	29.471489
Send/Recv	2^16	0.017646	29.711754
Send/Recv	2^17	0.037099	28.264629
Send/Recv	2^18	0.074013	28.334840
Send/Recv	2^19	0.148487	28.246975
Send/Recv	2^20	0.297413	28.205251
Send/Recv	2^21	0.594886	28.202406
Send/Recv	2^22	1.190258	28.190892
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000116	0.068787
Send/Recv	2^1	0.000117	0.136355
Send/Recv	2^2	0.000117	0.274505
Send/Recv	2^3	0.000116	0.549679
Send/Recv	2^4	0.000116	1.100299
Send/Recv	2^5	0.000118	2.162314
Send/Recv	2^6	0.000128	4.012903
Send/Recv	2^7	0.000114	8.963944
Send/Recv	2^8	0.000123	16.598004
Send/Recv	2^9	0.000158	25.884327
Send/Recv	2^10	0.000202	40.550139
Send/Recv	2^11	0.000394	41.545742
Send/Recv	2^12	0.000768	42.664499
Send/Recv	2^13	0.002300	28.499390
Send/Recv	2^14	0.003889	33.701350
Send/Recv	2^15	0.008226	31.868786
Send/Recv	2^16	0.018364	28.549735
Send/Recv	2^17	0.036583	28.663220
Send/Recv	2^18	0.074095	28.303655
Send/Recv	2^19	0.148606	28.224281
Send/Recv	2^20	0.297407	28.205838
Send/Recv	2^21	0.594986	28.197664
Send/Recv	2^22	1.190122	28.194102
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000115	0.069547
Send/Recv	2^1	0.000118	0.136165
Send/Recv	2^2	0.000119	0.269038
Send/Recv	2^3	0.000118	0.543280
Send/Recv	2^4	0.000118	1.082176
Send/Recv	2^5	0.000118	2.174294
Send/Recv	2^6	0.000124	4.115418
Send/Recv	2^7	0.000111	9.187317
Send/Recv	2^8	0.000114	17.916064
Send/Recv	2^9	0.000175	23.461824
Send/Recv	2^10	0.000184	44.546907
Send/Recv	2^11	0.000465	35.223651
Send/Recv	2^12	0.000770	42.575974
Send/Recv	2^13	0.002342	27.981463
Send/Recv	2^14	0.004144	31.630481
Send/Recv	2^15	0.008387	31.254846
Send/Recv	2^16	0.017566	29.847205
Send/Recv	2^17	0.036402	28.805643
Send/Recv	2^18	0.074067	28.314108
Send/Recv	2^19	0.148352	28.272657
Send/Recv	2^20	0.297365	28.209816
Send/Recv	2^21	0.594939	28.199874
Send/Recv	2^22	1.190121	28.194136
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000116	0.068868
Send/Recv	2^1	0.000121	0.132516
Send/Recv	2^2	0.000121	0.265556
Send/Recv	2^3	0.000120	0.532478
Send/Recv	2^4	0.000117	1.090463
Send/Recv	2^5	0.000119	2.142884
Send/Recv	2^6	0.000121	4.217450
Send/Recv	2^7	0.000123	8.326852
Send/Recv	2^8	0.000123	16.647882
Send/Recv	2^9	0.000159	25.695481
Send/Recv	2^10	0.000202	40.565508
Send/Recv	2^11	0.000450	36.427954
Send/Recv	2^12	0.000678	48.333090
Send/Recv	2^13	0.002237	29.300426
Send/Recv	2^14	0.003960	33.095538
Send/Recv	2^15	0.008574	30.574514
Send/Recv	2^16	0.018059	29.032751
Send/Recv	2^17	0.036866	28.443066
Send/Recv	2^18	0.074071	28.312713
Send/Recv	2^19	0.148685	28.209367
Send/Recv	2^20	0.297469	28.199931
Send/Recv	2^21	0.595096	28.192459
Send/Recv	2^22	1.190310	28.189660
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=16)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068178
Send/Recv	2^1	0.000115	0.138698
Send/Recv	2^2	0.000118	0.271141
Send/Recv	2^3	0.000115	0.555222
Send/Recv	2^4	0.000102	1.256377
Send/Recv	2^5	0.000119	2.159958
Send/Recv	2^6	0.000124	4.144711
Send/Recv	2^7	0.000102	10.060033
Send/Recv	2^8	0.000133	15.379781
Send/Recv	2^9	0.000175	23.465251
Send/Recv	2^10	0.000255	32.157521
Send/Recv	2^11	0.000339	48.315489
Send/Recv	2^12	0.000728	44.980343
Send/Recv	2^13	0.002319	28.265668
Send/Recv	2^14	0.004283	30.603388
Send/Recv	2^15	0.008809	29.758132
Send/Recv	2^16	0.017309	30.289237
Send/Recv	2^17	0.035985	29.138903
Send/Recv	2^18	0.073952	28.358213
Send/Recv	2^19	0.148495	28.245464
Send/Recv	2^20	0.297154	28.229859
Send/Recv	2^21	0.594986	28.197675
Send/Recv	2^22	1.190356	28.188560
NetBenchWithContentionMpiSsend_O3_native_32
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068463
Send/Recv	2^1	0.000120	0.133454
Send/Recv	2^2	0.000121	0.265352
Send/Recv	2^3	0.000118	0.542378
Send/Recv	2^4	0.000117	1.093327
Send/Recv	2^5	0.000117	2.184212
Send/Recv	2^6	0.000126	4.068528
Send/Recv	2^7	0.000111	9.245966
Send/Recv	2^8	0.000122	16.811553
Send/Recv	2^9	0.000158	25.885794
Send/Recv	2^10	0.000258	31.726358
Send/Recv	2^11	0.000438	37.396536
Send/Recv	2^12	0.000957	34.250069
Send/Recv	2^13	0.002209	29.666816
Send/Recv	2^14	0.004559	28.750972
Send/Recv	2^15	0.008680	30.199206
Send/Recv	2^16	0.017859	29.357225
Send/Recv	2^17	0.036829	28.471856
Send/Recv	2^18	0.074005	28.337963
Send/Recv	2^19	0.148210	28.299769
Send/Recv	2^20	0.297389	28.207488
Send/Recv	2^21	0.595053	28.194502
Send/Recv	2^22	1.190244	28.191228
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068455
Send/Recv	2^1	0.000117	0.136897
Send/Recv	2^2	0.000117	0.273695
Send/Recv	2^3	0.000115	0.554294
Send/Recv	2^4	0.000116	1.106959
Send/Recv	2^5	0.000116	2.197458
Send/Recv	2^6	0.000116	4.395462
Send/Recv	2^7	0.000114	8.958130
Send/Recv	2^8	0.000121	16.931613
Send/Recv	2^9	0.000157	26.078705
Send/Recv	2^10	0.000207	39.578896
Send/Recv	2^11	0.000511	32.077816
Send/Recv	2^12	0.001035	31.648652
Send/Recv	2^13	0.002211	29.640679
Send/Recv	2^14	0.004461	29.384984
Send/Recv	2^15	0.008676	30.215307
Send/Recv	2^16	0.017728	29.574031
Send/Recv	2^17	0.036594	28.654448
Send/Recv	2^18	0.073614	28.488448
Send/Recv	2^19	0.148571	28.231044
Send/Recv	2^20	0.297284	28.217528
Send/Recv	2^21	0.595102	28.192158
Send/Recv	2^22	1.190268	28.190656
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000117	0.068438
Send/Recv	2^1	0.000118	0.136113
Send/Recv	2^2	0.000116	0.275154
Send/Recv	2^3	0.000117	0.545363
Send/Recv	2^4	0.000116	1.103098
Send/Recv	2^5	0.000117	2.182357
Send/Recv	2^6	0.000127	4.036671
Send/Recv	2^7	0.000104	9.799298
Send/Recv	2^8	0.000121	16.905290
Send/Recv	2^9	0.000159	25.791657
Send/Recv	2^10	0.000258	31.733733
Send/Recv	2^11	0.000440	37.225748
Send/Recv	2^12	0.000915	35.804137
Send/Recv	2^13	0.002258	29.019577
Send/Recv	2^14	0.004244	30.880455
Send/Recv	2^15	0.008782	29.849616
Send/Recv	2^16	0.017923	29.251491
Send/Recv	2^17	0.036636	28.621278
Send/Recv	2^18	0.073820	28.409168
Send/Recv	2^19	0.148445	28.254895
Send/Recv	2^20	0.297193	28.226153
Send/Recv	2^21	0.595203	28.187401
Send/Recv	2^22	1.190294	28.190044
Warning: Permanently added '[hpcvirtualizationnode05]:2222,[10.0.1.44]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode04]:2222,[10.0.1.42]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode06]:2222,[10.0.1.46]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode02]:2222,[10.0.1.38]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode07]:2222,[10.0.1.48]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode03]:2222,[10.0.1.40]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[hpcvirtualizationnode08]:2222,[10.0.1.50]:2222' (ECDSA) to the list of known hosts.
Kind (np=32)	n	time (sec)	Rate (MB/sec)
Send/Recv	2^0	0.000121	0.066225
Send/Recv	2^1	0.000120	0.133446
Send/Recv	2^2	0.000120	0.266606
Send/Recv	2^3	0.000120	0.531168
Send/Recv	2^4	0.000119	1.073938
Send/Recv	2^5	0.000119	2.159444
Send/Recv	2^6	0.000122	4.212672
Send/Recv	2^7	0.000114	8.995024
Send/Recv	2^8	0.000121	16.946254
