NetBenchMpiSsend_O3_native
2^0	0.000106	0.075706
2^1	0.000053	0.302615
2^2	0.000053	0.605296
2^3	0.000053	1.210732
2^4	0.000053	2.421999
2^5	0.000053	4.845300
2^6	0.000053	9.703040
2^7	0.000090	11.351543
2^8	0.000088	23.291917
2^9	0.000093	43.931057
2^10	0.000156	52.523089
2^11	0.000248	66.169240
2^12	0.000447	73.335034
2^13	0.001011	64.795164
2^14	0.001725	75.975246
2^15	0.003028	86.577719
2^16	0.005630	93.120232
2^17	0.011033	95.040036
2^18	0.021852	95.970796
2^19	0.043344	96.768609
2^20	0.086614	96.850763
2^21	0.173050	96.949841
2^22	0.345540	97.107199
2^23	0.690726	97.157045
2^24	1.380388	97.231918
2^25	2.761603	97.202762
2^0	0.000106	0.075705
2^1	0.000053	0.302611
2^2	0.000053	0.605063
2^3	0.000053	1.210529
2^4	0.000053	2.421308
2^5	0.000053	4.846073
2^6	0.000092	5.574456
2^7	0.000090	11.337960
2^8	0.000091	22.505453
2^9	0.000092	44.337642
2^10	0.000156	52.614001
2^11	0.000226	72.510815
2^12	0.000441	74.308657
2^13	0.001048	62.564081
2^14	0.001731	75.734481
2^15	0.002962	88.498046
2^16	0.005685	92.224844
2^17	0.011050	94.890656
2^18	0.021813	96.140496
2^19	0.043436	96.562106
2^20	0.086602	96.863438
2^21	0.173150	96.893931
2^22	0.345410	97.143637
2^23	0.690409	97.201571
2^24	1.381381	97.162020
2^25	2.761439	97.208525
2^0	0.000106	0.075709
2^1	0.000053	0.302647
2^2	0.000053	0.605258
2^3	0.000053	1.210488
2^4	0.000053	2.422006
2^5	0.000053	4.842653
2^6	0.000056	9.137723
2^7	0.000089	11.444538
2^8	0.000086	23.941269
2^9	0.000093	44.207243
2^10	0.000156	52.409513
2^11	0.000243	67.416100
2^12	0.000467	70.110425
2^13	0.001062	61.691683
2^14	0.001679	78.044156
2^15	0.002951	88.827233
2^16	0.005625	93.207286
2^17	0.011042	94.965818
2^18	0.021842	96.016238
2^19	0.043348	96.758358
2^20	0.086603	96.862788
2^21	0.173055	96.947180
2^22	0.345437	97.136166
2^23	0.690263	97.222200
2^24	1.381330	97.165592
2^25	2.760795	97.231204
2^0	0.000106	0.075711
2^1	0.000053	0.302581
2^2	0.000053	0.605188
2^3	0.000053	1.210408
2^4	0.000053	2.421065
2^5	0.000053	4.845896
2^6	0.000058	8.827617
2^7	0.000084	12.136173
2^8	0.000092	22.252404
2^9	0.000109	37.628901
2^10	0.000175	46.904165
2^11	0.000234	69.897462
2^12	0.000473	69.219736
2^13	0.001111	58.976647
2^14	0.001724	76.014504
2^15	0.003030	86.522297
2^16	0.005686	92.213505
2^17	0.011032	95.046691
2^18	0.021817	96.123081
2^19	0.043484	96.456232
2^20	0.086608	96.857475
2^21	0.172930	97.017320
2^22	0.345557	97.102532
2^23	0.690837	97.141359
2^24	1.381049	97.185378
2^25	2.762126	97.184350
2^0	0.000106	0.075712
2^1	0.000053	0.302632
2^2	0.000053	0.605304
2^3	0.000053	1.210378
2^4	0.000053	2.421059
2^5	0.000053	4.844358
2^6	0.000053	9.697153
2^7	0.000090	11.350968
2^8	0.000090	22.700276
2^9	0.000093	44.054617
2^10	0.000155	52.693363
2^11	0.000225	72.926844
2^12	0.000480	68.259770
2^13	0.001047	62.595035
2^14	0.001579	83.008159
2^15	0.003098	84.620409
2^16	0.005664	92.569997
2^17	0.011059	94.813066
2^18	0.021817	96.125936
2^19	0.043477	96.470716
2^20	0.086605	96.860523
2^21	0.172990	96.983609
2^22	0.345307	97.172652
2^23	0.690661	97.166196
2^24	1.380454	97.227254
2^25	2.762279	97.178973
2^0	0.000106	0.075710
2^1	0.000053	0.302564
2^2	0.000053	0.605221
2^3	0.000053	1.210447
2^4	0.000053	2.420469
2^5	0.000053	4.844131
2^6	0.000053	9.700767
2^7	0.000090	11.353431
2^8	0.000088	23.228163
2^9	0.000093	43.866601
2^10	0.000155	52.686754
2^11	0.000218	75.257457
2^12	0.000415	79.047703
2^13	0.000907	72.256226
2^14	0.001724	76.027489
2^15	0.003099	84.592038
2^16	0.005622	93.253905
2^17	0.011035	95.024968
2^18	0.021836	96.042885
2^19	0.043370	96.709363
2^20	0.086605	96.860302
2^21	0.173056	96.946868
