NetBenchNonBlocking_O3_native
2^0	0.000053	0.152092
2^1	0.000053	0.304170
2^2	0.000053	0.605950
2^3	0.000053	1.209333
2^4	0.000053	2.420009
2^5	0.000053	4.843815
2^6	0.000053	9.705247
2^7	0.000064	16.057689
2^8	0.000087	23.525808
2^9	0.000101	40.537197
2^10	0.000177	46.412020
2^11	0.000221	74.198362
2^12	0.000441	74.244762
2^13	0.001135	57.724313
2^14	0.001745	75.116574
2^15	0.003006	87.207224
2^16	0.005666	92.527595
2^17	0.011077	94.661450
2^18	0.021860	95.934396
2^19	0.043405	96.632783
2^20	0.086556	96.915284
2^21	0.173050	96.949838
2^22	0.345413	97.143063
2^23	0.690539	97.183270
2^24	1.380987	97.189726
2^25	2.762155	97.183355
2^0	0.000053	0.152115
2^1	0.000053	0.304199
2^2	0.000053	0.606042
2^3	0.000053	1.209313
2^4	0.000053	2.420548
2^5	0.000053	4.849000
2^6	0.000053	9.705480
2^7	0.000064	16.050911
2^8	0.000087	23.511224
2^9	0.000101	40.640565
2^10	0.000139	59.066771
2^11	0.000222	73.817430
2^12	0.000505	64.832182
2^13	0.001165	56.242249
2^14	0.001771	74.000470
2^15	0.003030	86.521112
2^16	0.005738	91.370182
2^17	0.011036	95.012861
2^18	0.021833	96.054542
2^19	0.043603	96.193256
2^20	0.086733	96.718080
2^21	0.173113	96.915035
2^22	0.345554	97.103368
2^23	0.690621	97.171713
2^24	1.381080	97.183178
2^25	2.762456	97.172765
2^0	0.000053	0.152104
2^1	0.000053	0.304177
2^2	0.000053	0.605984
2^3	0.000053	1.209412
2^4	0.000053	2.420026
2^5	0.000053	4.845533
2^6	0.000053	9.700932
2^7	0.000064	16.037803
2^8	0.000087	23.478969
2^9	0.000100	40.795594
2^10	0.000154	53.096370
2^11	0.000235	69.628780
2^12	0.000504	65.068031
2^13	0.001071	61.207383
2^14	0.001701	77.077192
2^15	0.003031	86.480452
2^16	0.005643	92.907420
2^17	0.011049	94.902589
2^18	0.021851	95.973158
2^19	0.043384	96.678564
2^20	0.086607	96.858407
2^21	0.173053	96.948567
2^22	0.345376	97.153225
2^23	0.690390	97.204278
2^24	1.380953	97.192130
2^25	2.762095	97.185444
2^0	0.000053	0.152114
2^1	0.000053	0.304198
2^2	0.000053	0.606044
2^3	0.000053	1.209572
2^4	0.000053	2.420444
2^5	0.000053	4.845007
2^6	0.000053	9.708646
2^7	0.000064	16.059560
2^8	0.000087	23.467310
2^9	0.000101	40.749934
2^10	0.000139	59.082107
2^11	0.000221	74.116798
2^12	0.000434	75.503783
2^13	0.001095	59.831241
2^14	0.001725	76.000400
2^15	0.003028	86.570257
2^16	0.005695	92.056701
2^17	0.010992	95.397433
2^18	0.021809	96.161521
2^19	0.043602	96.196004
2^20	0.086603	96.862312
2^21	0.172988	96.984869
2^22	0.345411	97.143528
2^23	0.690455	97.195088
2^24	1.381163	97.177292
2^25	2.762249	97.180047
2^0	0.000053	0.152113
2^1	0.000053	0.304204
2^2	0.000053	0.606062
2^3	0.000053	1.209751
2^4	0.000053	2.420324
2^5	0.000053	4.844658
2^6	0.000053	9.708284
2^7	0.000064	16.039077
2^8	0.000087	23.527700
2^9	0.000100	40.769809
2^10	0.000155	52.975336
2^11	0.000235	69.741852
2^12	0.000504	65.066545
2^13	0.001128	58.111578
2^14	0.001724	76.017767
2^15	0.002958	88.613908
2^16	0.005695	92.059037
2^17	0.011032	95.048814
2^18	0.021853	95.967192
2^19	0.043463	96.501946
2^20	0.086732	96.718848
2^21	0.173123	96.909357
2^22	0.345538	97.107755
2^23	0.690601	97.174553
2^24	1.381391	97.161288
2^25	2.761545	97.204810
2^0	0.000053	0.152103
2^1	0.000053	0.304166
2^2	0.000053	0.606038
2^3	0.000053	1.209245
2^4	0.000053	2.419835
2^5	0.000053	4.845703
2^6	0.000053	9.716255
2^7	0.000064	16.050876
2^8	0.000087	23.545778
2^9	0.000101	40.477508
2^10	0.000153	53.442236
2^11	0.000236	69.386096
2^12	0.000438	74.758850
2^13	0.001158	56.618085
2^14	0.001740	75.319840
2^15	0.003029	86.541563
2^16	0.005684	92.245459
2^17	0.011030	95.067415
2^18	0.021837	96.035401
2^19	0.043497	96.426477
2^20	0.086735	96.715326
2^21	0.173050	96.950290
2^22	0.345541	97.106869
2^23	0.690659	97.166356
2^24	1.381012	97.187929
2^25	2.761682	97.199996
2^0	0.000053	0.152115
2^1	0.000053	0.304206
2^2	0.000053	0.606048
2^3	0.000053	1.209765
