NetBenchMpiSsend_O3_native
2^0	0.000093	0.085708
2^1	0.000096	0.167285
2^2	0.000095	0.336999
2^3	0.000087	0.735267
2^4	0.000093	1.370766
2^5	0.000097	2.627203
2^6	0.000097	5.301491
2^7	0.000096	10.716132
2^8	0.000104	19.676920
2^9	0.000116	35.347820
2^10	0.000170	48.058466
2^11	0.000237	69.206575
2^12	0.000380	86.202309
2^13	0.000768	85.301509
2^14	0.001338	97.986730
2^15	0.002527	103.730300
2^16	0.004849	108.126012
2^17	0.009492	110.466719
2^18	0.018801	111.543154
2^19	0.037408	112.122096
2^20	0.074774	112.186047
2^21	0.149109	112.516108
2^22	0.297911	112.632492
2^23	0.595310	112.729297
2^24	1.190988	112.694422
2^25	2.381167	112.732715
2^0	0.000093	0.086192
2^1	0.000089	0.179729
2^2	0.000096	0.332794
2^3	0.000092	0.697068
2^4	0.000094	1.363830
2^5	0.000098	2.625542
2^6	0.000097	5.300262
2^7	0.000096	10.711841
2^8	0.000104	19.758202
2^9	0.000116	35.209882
2^10	0.000171	48.023963
2^11	0.000236	69.337795
2^12	0.000379	86.509995
2^13	0.000769	85.234834
2^14	0.001338	97.986840
2^15	0.002527	103.723262
2^16	0.004848	108.140653
2^17	0.009608	109.130495
2^18	0.018960	110.609487
2^19	0.037636	111.443152
2^20	0.074762	112.204102
2^21	0.149126	112.503408
2^22	0.297859	112.652025
2^23	0.595483	112.696527
2^24	1.190916	112.701212
2^25	2.381117	112.735103
2^0	0.000094	0.084795
2^1	0.000097	0.165779
2^2	0.000095	0.337130
2^3	0.000095	0.676412
2^4	0.000087	1.477372
2^5	0.000097	2.631761
2^6	0.000097	5.298501
2^7	0.000096	10.703819
2^8	0.000104	19.737508
2^9	0.000116	35.227138
2^10	0.000171	48.031141
2^11	0.000236	69.422704
2^12	0.000380	86.192674
2^13	0.000759	86.335463
2^14	0.001335	98.165866
2^15	0.002528	103.693042
2^16	0.004843	108.248707
2^17	0.009492	110.468610
2^18	0.018788	111.619332
2^19	0.037414	112.104539
2^20	0.074767	112.196002
2^21	0.149145	112.489375
2^22	0.297966	112.611532
2^23	0.595508	112.691767
2^24	1.190516	112.739089
2^25	2.381257	112.728493
2^0	0.000096	0.083024
2^1	0.000096	0.167354
2^2	0.000096	0.334047
2^3	0.000095	0.671806
2^4	0.000092	1.397517
2^5	0.000097	2.625804
2^6	0.000097	5.302511
2^7	0.000096	10.714131
2^8	0.000104	19.646872
2^9	0.000116	35.262920
2^10	0.000171	48.003700
2^11	0.000235	69.582806
2^12	0.000381	86.048949
2^13	0.000770	85.088206
2^14	0.001336	98.078493
2^15	0.002527	103.736644
2^16	0.004848	108.151306
2^17	0.009527	110.057965
2^18	0.018940	110.725197
2^19	0.037409	112.120542
2^20	0.074579	112.479867
2^21	0.148997	112.600965
2^22	0.297760	112.689467
2^23	0.595469	112.699108
2^24	1.190616	112.729669
2^25	2.381031	112.739171
2^0	0.000094	0.084674
2^1	0.000096	0.167188
2^2	0.000094	0.342071
2^3	0.000091	0.704164
2^4	0.000092	1.398349
2^5	0.000095	2.702792
2^6	0.000097	5.298880
2^7	0.000096	10.712250
2^8	0.000104	19.613632
2^9	0.000116	35.248207
2^10	0.000170	48.055513
2^11	0.000237	69.252072
2^12	0.000380	86.167396
2^13	0.000767	85.406560
2^14	0.001339	97.872374
2^15	0.002529	103.671884
2^16	0.004847	108.173117
2^17	0.009491	110.483864
2^18	0.018941	110.718226
2^19	0.037403	112.137529
2^20	0.074585	112.470476
2^21	0.148969	112.622181
2^22	0.297772	112.684991
2^23	0.595312	112.728944
2^24	1.190693	112.722374
2^25	2.381258	112.728414
2^0	0.000095	0.084563
2^1	0.000095	0.169278
2^2	0.000098	0.326235
2^3	0.000098	0.655766
2^4	0.000095	1.353761
2^5	0.000095	2.691141
2^6	0.000097	5.302161
