NetBenchWithContentionMpiSsend_O3_native_2b
2^0	0.000106	0.075692
2^1	0.000053	0.302585
2^2	0.000053	0.605200
2^3	0.000053	1.201680
2^4	0.000053	2.420529
2^5	0.000053	4.845749
2^6	0.000090	5.714568
2^7	0.000079	12.935009
2^8	0.000092	22.306979
2^9	0.000093	44.241861
2^10	0.000155	52.973966
2^11	0.000247	66.384930
2^12	0.000407	80.564997
2^13	0.001076	60.891812
2^14	0.001646	79.626048
2^15	0.002857	91.759035
2^16	0.005617	93.343834
2^17	0.011005	95.284439
2^18	0.021768	96.341441
2^19	0.043480	96.466034
2^20	0.086610	96.854718
2^21	0.173002	96.976958
2^22	0.345444	97.134117
2^0	0.000106	0.075704
2^1	0.000053	0.302600
2^2	0.000053	0.605278
2^3	0.000053	1.210122
2^4	0.000053	2.406794
2^5	0.000053	4.842200
2^6	0.000053	9.694032
2^7	0.000078	13.053839
2^8	0.000092	22.300420
2^9	0.000093	44.172917
2^10	0.000155	52.892050
2^11	0.000245	66.991593
2^12	0.000398	82.274604
2^13	0.000858	76.351761
2^14	0.001763	74.354858
2^15	0.002928	89.535620
2^16	0.005655	92.708060
2^17	0.010964	95.636479
2^18	0.021744	96.446725
2^19	0.043323	96.815172
2^20	0.086610	96.855279
2^21	0.172904	97.031832
2^22	0.345351	97.160331
2^0	0.000106	0.075704
2^1	0.000053	0.302623
2^2	0.000053	0.605275
2^3	0.000053	1.210105
2^4	0.000053	2.421456
2^5	0.000062	4.154380
2^6	0.000053	9.691170
2^7	0.000085	12.099483
2^8	0.000092	22.302201
2^9	0.000093	44.103000
2^10	0.000154	53.079340
2^11	0.000221	74.053484
2^12	0.000382	85.720190
2^13	0.000825	79.445954
2^14	0.001645	79.689418
2^15	0.002985	87.809404
2^16	0.005644	92.896827
2^17	0.010968	95.599745
2^18	0.021746	96.438983
2^19	0.043366	96.719303
2^20	0.086612	96.852714
2^21	0.172949	97.006649
2^22	0.345306	97.172916
2^0	0.000106	0.075696
2^1	0.000053	0.302590
2^2	0.000053	0.605259
2^3	0.000053	1.210520
2^4	0.000053	2.421191
2^5	0.000053	4.838959
2^6	0.000053	9.693133
2^7	0.000079	12.964897
2^8	0.000092	22.294918
2^9	0.000093	43.969256
2^10	0.000155	52.801707
2^11	0.000217	75.387486
2^12	0.000480	68.321395
2^13	0.000960	68.292881
2^14	0.001604	81.724703
2^15	0.003069	85.428356
2^16	0.005644	92.889626
2^17	0.010998	95.340228
2^18	0.021774	96.312323
2^19	0.043392	96.661583
2^20	0.086623	96.839948
2^21	0.172878	97.046770
2^22	0.345465	97.128297
2^0	0.000106	0.075703
2^1	0.000053	0.302583
2^2	0.000053	0.605231
2^3	0.000053	1.210482
2^4	0.000090	1.425220
2^5	0.000053	4.842940
2^6	0.000053	9.695409
2^7	0.000088	11.664996
2^8	0.000092	22.295565
2^9	0.000092	44.403009
2^10	0.000154	53.188243
2^11	0.000230	71.154811
2^12	0.000400	81.841841
2^13	0.000984	66.587009
2^14	0.001641	79.883958
2^15	0.002986	87.786821
2^16	0.005608	93.496403
2^17	0.010965	95.628394
2^18	0.021746	96.437910
2^19	0.043383	96.680801
2^20	0.086612	96.852206
2^21	0.173001	96.977737
2^22	0.345302	97.174140
2^0	0.000106	0.075700
2^1	0.000053	0.302592
2^2	0.000053	0.605200
2^3	0.000053	1.210432
2^4	0.000053	2.421890
2^5	0.000053	4.845492
2^6	0.000062	8.204028
2^7	0.000062	16.483637
2^8	0.000092	22.293502
2^9	0.000092	44.308385
2^10	0.000154	53.231445
2^11	0.000231	70.961581
2^12	0.000482	68.005342
2^13	0.000832	78.733602
2^14	0.001673	78.363919
2^15	0.002981	87.926581
2^16	0.005772	90.832460
2^17	0.010943	95.818535
2^18	0.021755	96.397806
2^19	0.043350	96.755504
2^20	0.086533	96.940934
2^21	0.172916	97.025451
2^22	0.345389	97.149776
2^0	0.000106	0.075700
2^1	0.000053	0.302610
2^2	0.000053	0.605141
2^3	0.000053	1.210392
2^4	0.000090	1.425093
2^5	0.000053	4.843171
2^6	0.000053	9.691549
2^7	0.000073	13.952461
2^8	0.000092	22.291399
2^9	0.000092	44.346042
2^10	0.000155	52.982188
2^11	0.000226	72.650037
2^12	0.000392	83.503008
2^13	0.000987	66.376828
2^14	0.001667	78.608282
2^15	0.003027	86.602445
2^16	0.005649	92.806795
2^17	0.010944	95.813837
2^18	0.021744	96.446133
2^19	0.043369	96.711422
2^20	0.086651	96.809558
2^21	0.172984	96.987214
2^22	0.345471	97.126753
2^0	0.000106	0.075689
2^1	0.000053	0.302580
2^2	0.000053	0.605187
2^3	0.000053	1.210595
2^4	0.000053	2.421276
2^5	0.000091	2.826635
2^6	0.000090	5.710470
2^7	0.000062	16.482613
2^8	0.000092	22.342143
2^9	0.000092	44.484749
2^10	0.000155	52.980989
2^11	0.000253	64.682578
2^12	0.000410	80.018657
2^13	0.000989	66.286496
2^14	0.001629	80.479838
2^15	0.003021	86.765214
2^16	0.005708	91.847888
2^17	0.011014	95.205621
2^18	0.021748	96.431722
2^19	0.043325	96.811019
2^20	0.086568	96.902367
2^21	0.172850	97.062252
2^22	0.345441	97.135034
2^0	0.000106	0.075700
2^1	0.000053	0.302637
2^2	0.000053	0.605259
2^3	0.000053	1.210631
2^4	0.000053	2.421551
2^5	0.000053	4.844229
2^6	0.000053	9.689965
2^7	0.000090	11.346844
2^8	0.000092	22.307829
2^9	0.000092	44.407101
2^10	0.000154	53.146145
2^11	0.000239	68.679027
2^12	0.000380	86.171826
2^13	0.000957	68.452594
2^14	0.001666	78.668177
2^15	0.002890	90.698495
2^16	0.005713	91.778872
2^17	0.010958	95.687778
2^18	0.021809	96.158902
2^19	0.043369	96.713002
2^20	0.086611	96.853689
2^21	0.173009	96.973234
2^22	0.345417	97.141810
2^0	0.000106	0.075704
2^1	0.000053	0.302624
2^2	0.000053	0.605260
2^3	0.000068	0.947353
2^4	0.000056	2.288709
2^5	0.000058	4.438410
2^6	0.000090	5.715659
2^7	0.000085	12.110982
2^8	0.000092	22.331789
2^9	0.000092	44.330923
2^10	0.000154	53.133391
2^11	0.000217	75.513962
2^12	0.000379	86.390606
2^13	0.000854	76.712649
2^14	0.001676	78.219555
2^15	0.002949	88.895731
2^16	0.005656	92.702249
2^17	0.010943	95.819077
2^18	0.021761	96.373142
2^19	0.043473	96.481380
2^20	0.086619	96.845415
2^21	0.172969	96.995529
2^22	0.345374	97.153974
NetBenchWithContentionMpiSsend_O3_native_4b
2^0	0.000109	0.073501
2^1	0.000078	0.204169
2^2	0.000080	0.401414
2^3	0.000080	0.803509
2^4	0.000070	1.824983
2^5	0.000095	2.708433
2^6	0.000077	6.649906
2^7	0.000092	11.107074
2^8	0.000088	23.377883
2^9	0.000128	31.876975
2^10	0.000200	40.954471
2^11	0.000398	41.134565
2^12	0.000648	50.581249
2^13	0.001260	52.012121
2^14	0.002848	46.023983
2^15	0.005364	48.873848
2^16	0.010626	49.340889
2^17	0.021752	48.206125
2^18	0.043035	48.731033
2^19	0.086420	48.533787
2^20	0.172084	48.747228
2^21	0.343638	48.822385
2^22	0.688825	48.712583
2^0	0.000106	0.075591
2^1	0.000076	0.210856
2^2	0.000073	0.437446
2^3	0.000068	0.945973
2^4	0.000071	1.814509
2^5	0.000066	3.879863
2^6	0.000080	6.439239
2^7	0.000083	12.398199
2^8	0.000094	21.845023
2^9	0.000106	38.588723
2^10	0.000176	46.443990
2^11	0.000364	44.996093
2^12	0.000500	65.498208
2^13	0.001359	48.239046
2^14	0.002813	46.589596
2^15	0.005068	51.725611
2^16	0.010469	50.081581
2^17	0.021265	49.310937
2^18	0.042508	49.335043
2^19	0.086201	48.657368
2^20	0.171508	48.910893
2^21	0.346928	48.359308
2^22	0.693231	48.402972
2^0	0.000106	0.075284
2^1	0.000078	0.204738
2^2	0.000075	0.425173
2^3	0.000072	0.889599
2^4	0.000076	1.686020
2^5	0.000073	3.526917
2^6	0.000080	6.423266
2^7	0.000095	10.738641
2^8	0.000097	21.100423
2^9	0.000111	36.891097
2^10	0.000205	40.000684
2^11	0.000362	45.321579
2^12	0.000507	64.661135
2^13	0.001526	42.947799
2^14	0.002713	48.303694
2^15	0.005346	49.034059
2^16	0.010198	51.411185
2^17	0.020099	52.169834
2^18	0.042785	49.016574
2^19	0.085680	48.953300
2^20	0.172500	48.629498
2^21	0.344792	48.658977
2^22	0.688333	48.747357
2^0	0.000106	0.075600
2^1	0.000077	0.206651
